E,N,H,Rho1,Rho2,Rho3,Rho4,Rho6,Gamma
14.05889,52.40458667,60.22299957,287.4999795,336.447135,544.2729231,392.0415548,1742.207496,1.156370043
14.058925,52.40460501,60.23799896,301.2665361,352.5557364,560.8987712,427.479736,1742.803002,1.152496928
14.05895833,52.40462167,60.25699997,313.6867839,369.0807293,574.6222523,460.8188476,1729.358483,1.146437504
14.05899167,52.40464001,60.27099991,325.9001017,383.2488614,585.7121597,467.2298087,1669.122027,1.137753682
14.059025,52.40465832,60.3030014,332.330044,392.1814556,589.5998611,464.0471452,1569.791498,1.133402819
14.05905833,52.40467666,60.33399963,338.4130692,383.3183501,572.6335578,446.7251797,1451.39038,1.130401713
14.05909333,52.404695,60.4070015,329.3997766,353.6357593,536.6797711,406.1738488,1327.144906,1.120419833
14.05912667,52.40471166,60.49399948,310.7902865,307.4311914,488.1102273,344.3314655,1168.008604,1.113752753
14.05916167,52.40473,60.59299851,278.8416265,249.7359437,427.0434572,303.7865706,1033.955758,1.121394007
14.059195,52.40474834,60.71099854,240.4103541,187.1260616,365.3238929,263.561394,939.4243321,1.128802873
14.05922833,52.40476666,60.84500122,196.0494304,134.4680727,319.1434211,226.6483949,837.0451372,1.143765773
14.05926167,52.40478334,61.00400162,158.8954211,99.22617504,290.2816798,198.1828997,754.8474275,1.177050901
14.059295,52.40480166,61.18600082,128.7922425,76.65775317,270.2562682,188.3092349,736.5808981,1.206689911
14.05932833,52.40481834,61.34899902,108.5824135,63.5708839,268.5985422,187.1350553,727.9080721,1.225881713
14.05936,52.40483666,61.49900055,95.07844083,63.29082212,274.8036946,202.9445647,717.2601317,1.244765518
14.05939333,52.40485334,61.6570015,88.86137441,64.65292743,284.7340041,210.3510981,786.5845223,1.249735133
14.05942333,52.40487166,61.80199814,86.38674407,65.02552979,279.3793732,229.9435468,899.2900096,1.234797478
14.05945667,52.40488834,61.93399811,87.12649682,67.56251343,287.0603078,248.6462013,1006.502958,1.229794854
14.05949,52.40490665,62.01399994,91.82378741,75.52172998,293.0459934,273.0411837,1167.019206,1.222708758
14.05952167,52.404925,62.06499863,102.5883804,82.22163598,306.4254004,290.5265242,1315.26311,1.202795413
14.059555,52.40494334,62.11899948,118.7237483,96.19678359,328.3278501,328.9256089,1396.053683,1.1879849
14.05958833,52.40496168,62.1590004,139.0932975,117.2418838,361.9771753,326.9518641,1448.35675,1.173086266
14.05962167,52.40497834,62.19200134,164.1744569,139.3371791,379.049509,317.3398172,1401.661478,1.148847129
14.05965333,52.404995,62.22800064,185.9887964,158.7412042,405.9532866,289.4805995,1297.345935,1.14127176
14.059685,52.40501165,62.24700165,201.9454838,169.744422,413.6187708,256.5619218,1188.849295,1.14555881
14.05971834,52.40502834,62.27199936,203.6204931,171.6874745,404.6385422,211.7126942,1086.502976,1.143482369
14.05975,52.40504665,62.2820015,198.8175561,162.0067132,389.3008555,232.7945844,939.6528795,1.14866955
14.05978333,52.40506334,62.30899811,183.0810814,144.7204197,391.6201493,242.8045781,901.8079636,1.1647981
14.059815,52.40508,62.32899857,163.8701651,119.4661628,365.1771203,257.5029795,847.9097778,1.164939851
14.05984833,52.40509834,62.33200073,142.7746484,99.92803936,348.2628347,258.3804099,835.9751988,1.160164905
14.05988,52.405115,62.38399887,131.8843183,80.54984399,329.1516093,252.3496862,822.1120531,1.16761079
14.05991167,52.40513334,62.4109993,118.4364834,66.33147337,326.4255574,209.3506556,889.5798931,1.172908296
14.05994333,52.40515,62.43099976,109.9594431,57.26819028,306.7190063,188.0677564,955.8648285,1.177868378
14.059975,52.40516666,62.47200012,105.8147281,56.61872158,312.9343032,169.5073645,1092.635779,1.193160242
14.06000834,52.40518335,62.50099945,104.2788338,58.36361059,324.7785361,187.8247912,1216.477222,1.204635347
14.06003833,52.40520001,62.51100159,102.1578531,62.84475306,359.5049518,230.0510601,1413.664764,1.208682164
14.06007,52.40521666,62.52299881,106.4316883,69.83223098,378.2761722,289.9320466,1591.687882,1.214548497
14.06010167,52.40523332,62.5340004,113.8852479,79.97200173,416.1475393,355.8226212,1773.368734,1.207680563
14.06013333,52.40524832,62.49599838,125.3970823,93.35075291,460.6708819,434.8202316,1939.795805,1.204759791
14.060165,52.40526501,62.47800064,143.907484,113.2291161,508.2518195,504.4704673,2023.200931,1.20416594
14.06019667,52.40528167,62.4659996,171.5495595,150.0461538,554.6138889,549.1081732,1990.704543,1.195413909
14.06022833,52.40529833,62.47200012,208.4354341,193.6610766,595.721675,539.9261131,1901.333663,1.190617821
14.06026,52.40531667,62.44800186,248.6024568,235.4951598,594.5010147,493.6614495,1788.57874,1.189260304
14.06029333,52.40533333,62.43700028,282.3833542,262.7547223,563.3240403,436.8579199,1648.938082,1.178035481
14.060325,52.40535167,62.43600082,298.3922307,267.7587403,523.6204752,367.4463374,1588.709431,1.166960378
14.06035667,52.40536833,62.43999863,291.5128234,246.5643191,463.6098997,285.7552746,1597.983916,1.160500797
14.06039,52.40538667,62.44300079,263.8962164,210.0460737,401.1385605,236.6999958,1580.214679,1.15112948
14.06042167,52.40540333,62.4640007,224.1954862,168.7172669,378.5332276,204.2730311,1495.519756,1.147766985
14.060455,52.40542167,62.47299957,182.87138,133.8562266,363.1234796,159.997101,1404.384762,1.147523336
14.06048667,52.40543833,62.47900009,151.8104496,111.7193693,339.1802565,112.4701459,1278.421145,1.157394587
14.06051833,52.40545499,62.48699951,134.4328715,95.30388206,325.6792629,87.70486502,1138.334011,1.173462872
14.06054833,52.40547168,62.49100113,126.8950797,85.98840212,319.9497483,69.72462446,1073.213784,1.179937477
14.06058,52.40548999,62.49499893,127.4156425,79.7304817,305.6229956,58.4434509,1058.317921,1.173086837
14.06061,52.40550667,62.50600052,132.8095842,76.98801375,300.1357627,54.52032129,1014.27352,1.158341717
14.06064167,52.40552333,62.5320015,140.0761579,75.89494891,295.0280869,56.76560611,1002.568261,1.142821289
14.060675,52.40553999,62.51900101,144.6168874,78.58341763,273.1804091,59.05452347,957.7527553,1.136244067
14.06070667,52.40555668,62.49000168,146.4987299,79.57873175,258.7194957,60.91669331,889.2780752,1.141998761
14.06073833,52.40557499,62.45500183,145.7582049,78.9128134,239.8396071,67.8126562,840.1260159,1.150078672
14.06077167,52.40559168,62.40299988,142.1635358,76.6164474,221.8188609,80.20521341,803.5587106,1.167404505
14.06080333,52.40560834,62.33100128,136.6227606,73.08035893,219.8117448,89.03142137,751.2462145,1.176901993
14.06083667,52.40562668,62.25500107,133.2253256,68.36139388,231.1203647,92.98226375,734.217895,1.161250944
14.06087,52.40564499,62.16899872,132.8829653,63.63632796,239.6844451,101.2152697,736.2706671,1.143607954
14.0609,52.40566168,62.06399918,129.9028438,60.99142369,248.3610434,103.6964481,726.3904184,1.136565948
14.06092333,52.405675,61.97700119,127.6231284,59.2173973,253.3760656,98.40940269,750.4501953,1.123441221
14.06094333,52.40568501,61.91199875,123.0444531,60.02587879,245.4738183,97.99308387,802.5367977,1.114225796
14.06096333,52.40569668,61.84700012,117.8667423,63.98602378,238.6770161,96.97956704,862.4884489,1.125474961
14.060985,52.40570835,61.76699829,111.335307,69.15130242,234.060472,93.10018304,900.8548849,1.1316961
14.06100833,52.40572166,61.68099976,108.8182528,73.46201942,235.8866644,86.04897716,955.9415914,1.127593658
14.061035,52.40573502,61.5340004,108.4928182,81.96860091,241.7124721,84.68019948,1050.72176,1.13209884
14.061065,52.40575167,61.40200043,116.7647689,90.47382746,263.7024648,85.5635738,1140.808233,1.136337526
14.061095,52.40576668,61.2519989,128.2066325,101.3149531,304.5587885,104.8210027,1265.21553,1.130880088
14.06112667,52.40578334,61.10699844,145.9716081,120.6794239,351.061817,132.5626196,1439.943604,1.125316417
14.06116167,52.40579999,60.94900131,170.9367681,157.4680441,405.5471169,191.2694365,1611.738376,1.127528064
14.06119334,52.40581834,60.8030014,201.2480725,193.771659,461.4569375,222.825787,1660.991537,1.124483953
14.06122667,52.40583499,60.66899872,231.311448,229.5391761,501.880968,237.6647525,1675.031801,1.121468864
14.06125833,52.40585168,60.54899979,264.0810845,256.0107919,486.6544811,238.6421697,1623.794476,1.130528087
14.06129167,52.40586834,60.44800186,289.5042095,259.9746437,460.9734473,221.5715719,1470.006434,1.140464304
14.061325,52.40588668,60.36199951,299.5556001,241.4111308,414.6548775,167.2800959,1302.103542,1.153406918
14.06136,52.40590499,60.28699875,292.8996145,211.6664506,354.7805624,151.686901,1228.63559,1.174252366
14.06139167,52.40592168,60.23899841,270.446103,175.8432931,297.537453,155.1365755,1179.284074,1.196264474
14.061425,52.40593999,60.19800186,235.9892321,141.5077115,300.4195659,156.5147336,1140.730744,1.221020693
14.06146,52.40595999,60.17499924,198.5277429,125.4805209,303.9555718,169.6686384,1246.656081,1.248660529
14.06149333,52.40597833,60.16999817,171.1845612,119.2016193,320.4638524,209.7409308,1348.985345,1.261364627
14.06152833,52.40599667,60.14899826,158.7422255,128.4776373,362.6515875,241.4383443,1433.964097,1.265397829
14.06156333,52.40601502,60.13499832,164.2692922,153.0160477,418.8984087,271.2164134,1514.554724,1.26181262
14.06159667,52.40603501,60.12599945,184.9536592,192.9380051,438.3775704,282.1553659,1576.614735,1.241474769
14.06163333,52.40605332,60.11800003,219.0482881,230.3063779,454.0913538,283.7636295,1498.199458,1.219853972
14.06166833,52.40607166,60.10499954,250.6184157,257.6687165,458.1076486,262.4211817,1400.221732,1.202175775
14.06170167,52.40609001,60.11500168,275.8642047,267.2483648,438.4322185,226.9017212,1284.123199,1.182234499
14.06173667,52.40610835,60.14400101,289.0328593,255.3690018,392.5557174,182.0323144,1179.250133,1.171065771
14.06177167,52.40612501,60.19300079,284.3000067,221.5675328,368.7785383,164.9207116,1092.674803,1.159216219
14.06180667,52.40614335,60.27700043,261.541781,181.2889075,354.7163478,155.0170583,1090.394639,1.146753035
14.06184,52.40616166,60.37599945,231.5857875,144.8779632,345.781771,142.4248167,1143.868818,1.144961169
14.061875,52.40617835,60.48600006,197.7896936,117.0931693,349.7337489,141.1456893,1228.36729,1.140037648
14.06190833,52.40619666,60.61899948,166.6486075,102.1837913,375.4725502,148.9429836,1299.21983,1.127606342
14.06194333,52.40621335,60.74100113,144.1947919,101.1359472,388.1651205,143.6427548,1453.905924,1.121041119
14.06197667,52.40623001,60.86700058,134.74585,105.0036549,395.3277455,131.6373219,1568.180191,1.12007453
14.06200833,52.40624666,60.9980011,134.4597497,113.1438859,416.4795526,139.1011246,1657.037058,1.1154917
14.06204167,52.406265,61.10699844,142.6749591,125.8628607,420.1891233,142.4583422,1711.560956,1.113365612
14.06207333,52.40628335,61.22299957,157.3401132,129.0795146,416.7433644,132.1001231,1790.127106,1.113930997
14.062105,52.40630166,61.35400009,173.9100841,126.265718,412.2053672,124.1616838,1861.102533,1.118806867
14.06213834,52.40631835,61.4659996,182.6910907,123.2758744,406.3648507,136.5352308,1971.764854,1.115234141
14.06217167,52.40633666,61.56399918,189.5170484,116.7725343,400.9750297,144.3679953,2115.974894,1.113313361
14.062205,52.406355,61.66799927,192.957034,108.4822227,412.9548973,154.8504553,2318.433515,1.123974045
14.06223833,52.40637334,61.76200104,183.2122346,118.5905763,436.1674215,186.9622824,2494.554064,1.135176252
14.06227167,52.40639165,61.84600067,176.4451233,135.8921014,482.3472728,254.9456639,2528.22151,1.139743046
14.06230667,52.40641,61.92100143,177.7524823,162.2388927,549.0959313,305.8157785,2597.064941,1.145369571
14.06234,52.40642834,62.01399994,185.7591632,204.5051085,590.1084834,349.9670289,2619.813734,1.147165968
14.06237333,52.40644668,62.09999847,200.0764525,249.7681966,635.2181738,405.5296659,2541.856996,1.142156939
14.062405,52.40646334,62.18000031,242.3347571,284.9697799,671.8113925,461.763792,2486.711896,1.135295669
14.062435,52.40647999,62.26499939,281.6543401,319.755434,679.7498402,475.9473238,2425.150477,1.126579551
14.06246667,52.40649665,62.34999847,319.7465541,347.8512494,665.7131748,481.6624218,2234.617602,1.132113954
14.06249834,52.40651334,62.41799927,350.6749061,356.5424728,650.4127706,476.873348,1999.618048,1.14353361
14.06253,52.40653,62.48600006,373.979604,359.0607715,617.4120671,455.6017062,1869.908009,1.148061744
14.06256167,52.40654666,62.57699966,378.3827793,357.1970178,572.1838916,429.6224355,1732.52277,1.15303361
14.062595,52.406565,62.63499832,379.9964777,342.2705296,547.2305234,415.807316,1724.66163,1.1681588
14.06263,52.40658166,62.68600082,376.5591777,316.7436266,531.2476786,419.7702563,1849.561765,1.167846095
14.062665,52.40659835,62.73400116,367.4563636,286.6490655,533.2998257,455.008453,2078.991589,1.156995806
14.06268834,52.40661167,62.72800064,354.1326573,251.5597961,555.3512408,476.3430208,2193.166797,1.151307615
14.0627,52.40661666,62.74399948,334.2464603,221.7170448,595.9375763,481.5296752,2226.827465,1.147148403
14.0627,52.40661834,62.74399948,315.6993518,201.5169291,618.2624226,470.8482038,2214.972277,1.140626826
14.06275,52.40664501,62.79700089,296.2276404,189.2619957,614.8788411,445.2219402,2063.315852,1.139760732
14.06276833,52.40665499,62.80500031,281.7977606,191.6061979,618.183756,385.5038057,1841.900877,1.138484998
14.06278833,52.40666501,62.82099915,272.9355508,203.4254217,597.4177632,333.077306,1669.714601,1.134452338
14.06281167,52.40667833,62.8199997,271.2353747,212.5118628,566.4549555,282.7032164,1553.606743,1.138580923
14.06283667,52.40669168,62.83200073,269.9062418,221.3352003,535.0404918,244.3389247,1429.105433,1.139187638
14.06286167,52.406705,62.82899857,273.094319,232.4683016,525.0933494,215.259628,1446.788253,1.135188951
14.062885,52.40671832,62.82799912,279.0253153,242.4339259,502.4002721,215.4835551,1510.865747,1.141091232
14.06291,52.40673167,62.80699921,287.7161869,253.1608462,502.5990584,262.6946209,1614.845294,1.142110569
14.062935,52.40674499,62.81299973,298.587077,268.6968339,505.9956991,334.2406167,1787.611805,1.137289437
14.06296334,52.40675999,62.83200073,307.6481934,279.8810371,524.4361395,435.4102912,2054.370755,1.138904233
14.06299,52.40677668,62.85400009,313.6572057,287.4796837,549.6363695,577.2557079,2219.750447,1.135695703
14.06301833,52.40679166,62.90200043,317.3851953,288.960988,596.125006,688.4578523,2361.111642,1.128793351
14.06304834,52.40680666,62.92900085,317.2938598,285.6683974,627.959809,734.8967728,2487.409214,1.132918819
14.06307833,52.40682335,62.93799973,311.3320368,278.7151741,668.4076719,767.200071,2549.872427,1.134692088
14.06310667,52.40683832,62.95500183,307.1899015,277.0367517,710.2778295,749.1460627,2436.078218,1.129971975
14.06313667,52.40685501,62.97900009,307.3581114,283.6201197,738.5124866,663.9470351,2337.584012,1.129981336
14.06316667,52.40687002,63.00699997,311.209967,292.3539417,715.8683497,581.1978664,2206.204148,1.127997913
14.06319667,52.40688667,63.02799988,313.0075239,297.3691821,690.1071368,519.097992,2045.471034,1.121701491
14.06322667,52.40690168,63.06299973,315.9707971,291.4595731,635.2119957,422.6398405,1884.862969,1.115815937
14.06325667,52.40691834,63.0719986,313.6462135,279.7186949,558.8884546,336.4232869,1768.056117,1.110610302
14.06328667,52.40693499,63.12599945,305.7121875,249.7790126,488.7517428,266.1471931,1630.627202,1.110735786
14.06331667,52.40695,63.17599869,286.5840144,215.5804493,448.2601167,209.3199793,1485.101984,1.114270204
14.06334833,52.40696665,63.23300171,270.0365489,185.28021,403.0188561,160.9539317,1351.417997,1.119163392
14.06338,52.40698334,63.2820015,253.7933763,162.4661527,374.6220265,153.4918146,1190.737205,1.1265607
14.06341,52.407,63.31499863,239.1120722,137.8063985,361.045161,170.9771204,1073.233782,1.134292069
14.06344167,52.40701666,63.35800171,221.9558977,122.1006454,339.6800915,207.4964233,1012.754039,1.143097686
14.06347333,52.40703335,63.41199875,210.0007549,109.5968454,322.2652417,234.484145,1015.815275,1.151914402
14.06350333,52.40705001,63.45299912,194.290914,95.01288752,318.211732,269.8497748,1026.392166,1.16283999
14.063535,52.40706835,63.49200058,176.5403297,83.64808785,314.9225273,289.9868628,1077.959862,1.170161285
14.06356667,52.40708501,63.52899933,161.5985114,77.51135509,307.0160551,282.3299345,1124.196749,1.182264277
14.06359667,52.40710001,63.56800079,150.1543644,75.17559428,300.2623135,255.5719234,1133.08801,1.199815534
14.06362667,52.40711667,63.60499954,141.3019572,73.91140075,292.8046604,236.606764,1112.607193,1.199388154
14.06365667,52.40713167,63.61500168,138.355384,75.4470091,285.2951796,204.9730856,1103.753599,1.192159564
14.06368667,52.40714668,63.63199997,137.2083965,78.43121833,283.3614482,182.090817,1105.77095,1.199045374
14.06371834,52.40716333,63.63700104,136.0198517,84.45529889,291.6706735,177.7487731,1152.965724,1.199742278
14.06375,52.40717999,63.64099884,136.3051586,89.65828816,320.3107839,194.8645038,1189.578215,1.1885027
14.06378167,52.40719833,63.62200165,135.1552304,95.58124399,353.7365486,206.0842935,1211.028641,1.192097386
14.06381333,52.40721499,63.58100128,132.2685658,103.5963274,378.6951691,208.569503,1210.652535,1.199541445
14.06384333,52.40723168,63.54499817,132.4968476,109.6198442,385.9733717,203.7128942,1174.682792,1.193263611
14.06387334,52.40724834,63.50699997,133.3703196,111.4803862,380.767316,192.7903574,1075.256494,1.185493954
14.06390333,52.407265,63.48300171,133.9266329,111.2745299,340.8927666,172.560079,1045.668024,1.184749324
14.063935,52.40728165,63.45800018,136.798502,106.1848043,292.7497718,174.7122123,1042.392584,1.190813051
14.06396667,52.4073,63.42599869,137.3465221,97.89185674,257.2964971,221.2430275,1073.082941,1.197102041
14.06399833,52.40731665,63.39500046,134.7657731,89.57369927,239.4178336,252.3419424,1111.252359,1.201420294
14.06403167,52.40733334,63.34600067,131.1791138,82.47767809,222.3540253,265.2961338,1183.604325,1.2131471
14.06406333,52.40735165,63.26200104,128.8002755,75.86704326,237.7661133,265.482236,1180.459334,1.217020286
14.06409667,52.40736834,63.20399857,125.0213259,73.9807086,250.7397836,247.5765836,1147.600812,1.21019139
14.06413,52.407385,63.10400009,122.7263299,71.15608448,246.8917006,191.6951336,1046.419328,1.20641785
14.06416334,52.40740334,63.02000046,121.6761062,68.38269616,233.458952,156.9572352,967.9842385,1.213128339
14.064195,52.40742165,62.9280014,122.0459947,64.58626811,223.4370938,150.9045113,881.7016038,1.219510089
14.06422833,52.40743834,62.8199997,121.0257311,61.24574165,193.0350056,164.6344253,848.9275389,1.228036553
14.06426333,52.40745665,62.71300125,120.6597589,57.08202604,168.9587083,180.5434232,857.4037085,1.249442282
14.06429667,52.407475,62.60499954,121.8152536,58.02531502,159.3298121,208.8187379,927.6297263,1.261575747
14.06433,52.40749334,62.5,126.0513242,63.89521745,161.32005,246.2928724,1000.445247,1.261069918
14.06436167,52.40751168,62.38399887,131.7046434,74.85380706,173.7082903,286.1473698,1078.553625,1.259571033
14.064395,52.40752834,62.2820015,141.7213151,90.9844709,199.3344013,318.8399933,1143.417777,1.252795372
14.06442833,52.40754499,62.15399933,154.4386216,113.2181031,232.6405164,356.6475179,1164.769043,1.233323159
14.06446,52.40756334,62.03099823,172.6508698,137.5080809,272.5057206,381.4709647,1190.344641,1.220919363
14.06449333,52.40757999,61.90100098,191.2521019,161.5921583,301.8820181,391.9775997,1194.3606,1.216273918
14.06452667,52.40759665,61.77299881,212.3183811,187.4345683,323.6404944,389.7614971,1211.010121,1.202571747
14.06456167,52.40761499,61.63700104,235.3558472,209.2950561,357.0309912,373.2827946,1234.160616,1.189238571
14.06459334,52.40763334,61.4980011,259.5303317,230.7469809,388.7698002,353.467586,1324.637035,1.180468795
14.06462834,52.40765168,61.35900116,276.5078445,242.4743191,412.671092,342.8568052,1400.255203,1.167876177
14.06466334,52.40766834,61.22800064,289.257479,246.9355961,444.2950102,322.4379279,1480.212567,1.150741222
14.06469667,52.40768668,61.09999847,294.8045313,243.1905456,474.475858,296.8991873,1520.540793,1.141634156
14.06473,52.40770499,60.97900009,292.6218894,239.8400195,496.6380328,291.0048139,1532.690527,1.148698124
14.06476167,52.40772168,60.86500168,284.7355287,233.4131305,511.3918899,278.9101262,1487.206954,1.160259014
14.064795,52.40773999,60.76200104,280.5312923,235.9992612,519.9492732,263.9692297,1407.21501,1.165028982
14.06482833,52.40775833,60.67499924,279.1375396,243.8640865,512.1203264,252.715216,1338.854579,1.177157356
14.06486333,52.40777667,60.59600067,282.6842491,249.5895081,493.3555881,248.8800834,1272.355085,1.187718929
14.06489667,52.40779498,60.53900147,286.3336996,248.4186494,457.7564303,230.0977853,1237.153963,1.181466454
14.06492833,52.40781167,60.4659996,289.1153643,235.8151415,415.0333969,213.5928838,1196.191532,1.167317247
14.06496167,52.40783002,60.41400147,282.9683658,209.4525389,371.0908401,193.791132,1224.071301,1.158245741
14.064995,52.40784833,60.38199997,267.8661135,176.4469037,343.9279188,186.680288,1272.677809,1.152246323
14.06502667,52.40786667,60.35300064,246.3133844,147.2601002,334.3032409,182.2753837,1319.137079,1.146298755
14.06506,52.40788333,60.33499908,226.0389908,123.9773562,323.0778224,170.6447315,1348.721776,1.148898119
14.06509334,52.40790167,60.30400085,208.853901,111.2722108,315.2071122,159.1467002,1380.467292,1.155782721
14.06512667,52.40792001,60.27799988,197.4414046,111.2646194,317.8604797,136.4473287,1326.221213,1.160901847
14.06516,52.40793667,60.24100113,196.7243145,119.2468182,312.7392303,108.9692209,1199.008216,1.158171074
14.06519334,52.40795501,60.19599915,201.1327458,125.3363808,290.0673734,76.79603717,1118.721675,1.156778577
14.06522667,52.40797332,60.14899826,205.0515585,129.2784983,275.6031003,64.11086125,1022.957399,1.154330072
14.06526,52.40799166,60.09899902,207.0140319,131.7868454,266.8502799,56.33188363,975.5804479,1.14276187
14.06529333,52.40800832,60.04000092,210.4815656,129.1921178,245.6280423,98.25550286,993.7384934,1.12822575
14.06532667,52.40802666,59.97399902,208.1886717,120.2247091,233.9793687,143.7124113,1057.867193,1.118996845
14.06536167,52.40804501,59.88100052,205.7702622,113.847782,243.1338897,187.4506087,1096.064829,1.114577962
14.065395,52.40806166,59.80199814,203.2472493,109.2578955,264.1086511,233.1689983,1145.111038,1.109408426
14.06542833,52.40808001,59.70700073,201.5101191,104.0437038,280.4605507,286.093973,1139.158096,1.109106893
14.06546333,52.40809835,59.61199951,198.7535624,102.6017571,313.6955126,288.4249412,1107.645663,1.117896777
14.06549667,52.40811501,59.50899887,197.9807428,106.7793285,330.7180636,285.0162485,1102.296294,1.122894428
14.06552833,52.40813335,59.4109993,195.8158703,112.2261447,334.3824333,287.2152916,1059.765437,1.117552834
14.06556167,52.40815001,59.31299973,196.1673773,120.5576993,329.7763665,279.2506315,1062.457927,1.115028754
14.065595,52.40816835,59.2140007,199.8411956,131.1057489,337.9852917,260.283242,1111.8917,1.121450261
14.06562833,52.40818501,59.10699844,205.0472301,142.5672734,335.645742,269.940804,1181.208218,1.122271819
14.06566167,52.40820335,59.01900101,213.8617948,155.3074855,349.5138353,288.1642695,1229.624427,1.122248142
14.065695,52.40822166,58.93399811,224.4038057,170.5578157,372.9585343,309.1429219,1379.500647,1.138933555
14.06572834,52.40824,58.86700058,235.8829938,184.0215117,394.9412159,328.2632436,1467.473253,1.148547896
14.06576167,52.40825666,58.77799988,243.3414633,195.0718666,420.5798963,345.693879,1546.693094,1.144468815
14.06579667,52.408275,58.66899872,249.1317513,199.1633086,449.7466468,345.4131442,1631.084676,1.144385297
14.06582834,52.40829166,58.5870018,249.4185952,195.0394268,480.5331901,349.9941662,1711.627257,1.147682215
14.06585833,52.40830835,58.5359993,248.5737847,186.7991799,512.4004564,365.2558145,1689.907604,1.143991959
14.06589,52.40832332,58.45299912,245.3653885,175.687475,551.4737456,377.764595,1669.951109,1.134714759
14.06592167,52.40834001,58.38399887,243.2667319,164.2946974,552.6029325,371.6045696,1622.526555,1.12791858
14.06595667,52.40835832,58.31100082,240.6136372,156.5222388,541.7567429,367.6517193,1533.960915,1.128106306
14.06599,52.40837501,58.22600174,239.792403,153.2050755,515.2518981,341.9656186,1417.129748,1.125418614
14.06602333,52.40839332,58.15299988,239.2778542,146.3709167,478.3541815,295.3295657,1347.551233,1.112828878
14.06605667,52.40841001,58.08399963,238.2573982,142.6696273,426.7174314,247.6879372,1309.346314,1.107919502
14.06609,52.40842832,58.01200104,240.4249381,142.8179604,408.521126,233.7210504,1240.315781,1.10651395
14.06612334,52.40844666,57.93799973,245.2190067,147.3252815,402.9133643,209.0826119,1183.527431,1.103096685
14.06615667,52.40846332,57.88100052,252.6652539,153.3130747,402.1152967,195.9699456,1132.659828,1.099687238
14.06618833,52.40848166,57.8219986,262.1396744,170.6009831,404.0789346,184.1311241,1063.912718,1.099656123
14.06622167,52.40849832,57.76200104,271.8319897,189.9310615,411.5513663,186.5828348,991.9103368,1.101435277
14.066255,52.40851501,57.73899841,277.3950629,200.5301665,408.5282552,174.0537516,947.6742658,1.111204911
14.06628833,52.40853167,57.69800186,274.862898,201.1934035,392.4561469,174.6789725,921.1509239,1.120750915
14.06632,52.40854832,57.68399811,264.6277599,195.7078468,379.022413,173.4724369,940.1565971,1.123831206
14.06635333,52.40856501,57.69200134,245.2141836,175.7522705,368.7314242,179.6667289,963.2749686,1.137036707
14.06638667,52.40858332,57.7120018,222.1192937,147.9671388,360.7775261,183.205311,973.1884675,1.153180606
14.06642167,52.40860001,57.73400116,198.661832,128.3049605,358.4272704,186.1172919,1040.832244,1.156276979
14.06645667,52.40861832,57.76900101,184.5909278,120.3011165,379.1819364,201.1834347,1087.489069,1.154976094
14.06649167,52.40863501,57.79299927,179.8804367,119.0269129,402.345339,219.745052,1101.747782,1.161564243
14.06652667,52.40865332,57.7879982,188.1251973,131.0266676,411.5078025,230.3443641,1037.760406,1.158417312
14.06656,52.40867001,57.81600189,206.6457521,152.0103875,419.2043712,225.469303,988.159112,1.152614203
14.06659,52.40868667,57.79700089,225.3220611,164.8646028,394.0728359,229.1660178,826.9962465,1.152005044
14.06662167,52.40870167,57.77099991,237.4561406,164.1552027,351.5850353,204.1470645,650.6625028,1.145068545
14.06665167,52.40871833,57.7519989,236.85299,160.7294222,288.3576747,169.165676,465.741996,1.137235446
14.06668166,52.40873334,57.70600128,227.1025747,145.9255434,228.1636576,139.1560959,380.5550934,1.138224801
14.06671333,52.40874999,57.66400147,204.2434017,122.4452731,166.8436057,128.7497558,277.2006185,1.138748616
14.06674333,52.40876665,57.64199829,178.4538914,105.6499418,142.356248,114.6642048,282.0395651,1.138957591
14.06677334,52.40878334,57.58499908,157.3307667,101.6376738,121.4197109,135.4728411,355.115543,1.150940781
14.06680334,52.4088,57.52399826,151.9119533,101.9146884,138.4556675,185.3758744,472.3493631,1.159109605
14.066835,52.40881666,57.45299912,152.9702232,117.5898116,186.9460239,237.9218296,611.2950895,1.154705899
14.06686667,52.40883335,57.38399887,171.0804288,150.6041255,249.9585447,300.3071642,794.0719478,1.158032283
14.06689833,52.40885,57.32899857,201.837756,191.3354306,316.4560209,380.3760803,899.4192005,1.16741314
14.06693167,52.40886501,57.3030014,233.1792243,221.7011225,401.7138669,429.5153141,941.4628185,1.162971434
14.06696333,52.40887833,57.26100159,256.9742754,249.9352115,445.2000745,443.5480412,977.9762528,1.158122897
14.066995,52.40889333,57.20199966,277.6449597,247.897037,446.0740182,457.5390427,949.5517744,1.155839439
14.06702333,52.40890668,57.16799927,279.1149283,225.7079348,433.7115995,445.7115204,893.2992997,1.145819378
14.06705,52.40892166,57.08800125,267.3714015,190.0198281,406.0043233,406.0559886,865.7738608,1.136734102
14.06707834,52.40893666,57.0320015,248.2898061,157.6039377,352.7085149,383.5968345,874.229124,1.137440062
14.06710667,52.40895166,57,222.8243895,119.5124978,328.2779784,378.5072898,820.9514979,1.147118368
14.06713167,52.40896667,56.99000168,192.1103788,109.007534,339.8392762,365.0788349,776.8150103,1.160804598
14.067155,52.40898333,56.98699951,172.6870836,112.5256488,342.927645,353.8677167,692.4777033,1.171988047
